Dateikommentar: 			
Zeit in s	Kraft Fx in N	Kraft Fy in N	Kraft Fz in N
32.71400155	-0.36	-0.84	-9.36
32.72400155	-0.36	-0.84	-9.36
32.73400155	-0.36	-0.84	-9.36
32.74400156	-0.36	-0.84	-9.36
32.75400156	-0.36	-0.78	-9.36
32.76400156	-0.36	-0.84	-9.36
32.77400156	-0.36	-0.78	-9.36
32.78400156	-0.36	-0.84	-9.36
32.79400156	-0.36	-0.84	-9.36
32.80400156	-0.36	-0.78	-9.36
32.81400156	-0.36	-0.84	-9.36
32.82400156	-0.36	-0.84	-9.36
32.83400156	-0.36	-0.78	-9.36
32.84400156	-0.36	-0.84	-9.36
32.85400156	-0.36	-0.84	-9.36
32.86400156	-0.36	-0.84	-9.36
32.87400156	-0.36	-0.84	-9.36
32.88400156	-0.36	-0.84	-9.36
32.89400156	-0.36	-0.84	-9.36
32.90400156	-0.36	-0.84	-9.36
32.91400156	-0.36	-0.84	-9.36
32.92400156	-0.36	-0.84	-9.36
32.93400156	-0.36	-0.84	-9.36
32.94400156	-0.36	-0.84	-9.36
32.95400157	-0.36	-0.84	-9.36
32.96400157	-0.36	-0.84	-9.36
32.97400157	-0.36	-0.78	-9.36
32.98400157	-0.36	-0.84	-9.36
32.99400157	-0.36	-0.84	-9.36
33.00400157	-0.36	-0.84	-9.36
33.01400157	-0.36	-0.78	-9.36
33.02400157	-0.36	-0.84	-9.36
33.03400157	-0.36	-0.84	-9.36
33.04400157	-0.36	-0.78	-9.36
33.05400157	-0.36	-0.84	-9.36
33.06400157	-0.36	-0.84	-9.36
33.07400157	-0.36	-0.78	-9.36
33.08400157	-0.36	-0.84	-9.36
33.09400157	-0.36	-0.78	-9.36
33.10400157	-0.36	-0.78	-9.36
33.11400157	-0.36	-0.84	-9.36
33.12400157	-0.36	-0.78	-9.36
33.13400157	-0.36	-0.78	-9.36
33.14400157	-0.36	-0.84	-9.36
33.15400157	-0.36	-0.78	-9.36
33.16400158	-0.36	-0.84	-9.36
33.17400158	-0.36	-0.84	-9.36
33.18400158	-0.36	-0.78	-9.36
33.19400158	-0.36	-0.84	-9.36
33.20400158	-0.36	-0.78	-9.36
33.21400158	-0.36	-0.78	-9.36
33.22400158	-0.36	-0.84	-9.36
33.23400158	-0.36	-0.84	-9.36
33.24400158	-0.36	-0.84	-9.36
33.25400158	-0.36	-0.84	-9.6
33.26400158	-0.36	-0.84	-9.36
33.27400158	-0.36	-0.78	-9.36
33.28400158	-0.36	-0.84	-9.36
33.29400158	-0.36	-0.84	-9.36
33.30400158	-0.36	-0.78	-9.36
33.31400158	-0.36	-0.84	-9.36
33.32400158	-0.36	-0.78	-9.36
33.33400158	-0.36	-0.78	-9.36
33.34400158	-0.36	-0.84	-9.6
33.35400158	-0.36	-0.84	-9.36
33.36400158	-0.36	-0.78	-9.36
33.37400159	-0.36	-0.84	-9.36
33.38400159	-0.36	-0.84	-9.36
33.39400159	-0.36	-0.78	-9.36
33.40400159	-0.36	-0.84	-9.36
33.41400159	-0.36	-0.84	-9.36
33.42400159	-0.36	-0.78	-9.36
33.43400159	-0.36	-0.84	-9.6
33.44400159	-0.36	-0.84	-9.36
33.45400159	-0.36	-0.84	-9.36
33.46400159	-0.36	-0.84	-9.36
33.47400159	-0.36	-0.84	-9.6
33.48400159	-0.36	-0.84	-9.36
33.49400159	-0.36	-0.84	-9.36
33.50400159	-0.36	-0.84	-9.36
33.51400159	-0.36	-0.84	-9.36
33.52400159	-0.36	-0.84	-9.36
33.53400159	-0.36	-0.84	-9.6
33.54400159	-0.36	-0.84	-9.36
33.55400159	-0.36	-0.84	-9.36
33.56400159	-0.36	-0.84	-9.6
33.57400159	-0.36	-0.84	-9.36
33.5840016	-0.36	-0.78	-9.36
33.5940016	-0.36	-0.84	-9.6
33.6040016	-0.36	-0.84	-9.36
33.6140016	-0.36	-0.84	-9.36
33.6240016	-0.36	-0.84	-9.6
33.6340016	-0.36	-0.84	-9.6
33.6440016	-0.36	-0.78	-9.36
33.6540016	-0.36	-0.78	-9.36
33.6640016	-0.36	-0.84	-9.6
33.6740016	-0.36	-0.84	-9.36
33.6840016	-0.36	-0.78	-9.36
33.6940016	-0.36	-0.84	-9.6
33.7040016	-0.36	-0.84	-9.6
33.7140016	-0.36	-0.84	-9.36
33.7240016	-0.36	-0.84	-9.6
